Category,JACS3_code,JACS3_Label,Relation,HECoS_code,HECoS_Label
1,W375,Music management/music industry management/arts management,Close match,100643,music and arts management
1,W376,Music marketing,Close match,100644,music marketing
1,W380,Composition,Close match,100695,music composition
3,W381,Electracoustic composition/acousmatic composition,Related match,100695,music composition
1,W382,Sonic arts,Close match,100862,sonic arts
1,W383,Electronic music,Close match,100867,electronic music
2,W384,Applied music/musicianship,Close match,101450,applied music and musicianship
2,W384,Applied music/musicianship,Related match,100637,musicianship and performance studies
3,W385,Commercial music composition,Related match,100695,music composition
3,W386,Multimedia music composition,Related match,100695,music composition
1,W387,Jazz composition,Close match,100870,jazz composition
2,W388,Popular music composition,Related match,100695,music composition
2,W388,Popular music composition,Close match,101451,popular music composition
3,W390,Music not elsewhere classified,Related match,100070,music
1,W400,Drama,Close match,100069,drama
1,W410,Acting,Close match,100067,acting
1,W420,Directing for theatre,Close match,100697,directing for theatre
1,W430,Producing for theatre,Close match,100700,theatre production
1,W440,Theatre studies,Close match,100698,theatre studies
3,W441,Theatre & professional practice,Related match,100698,theatre studies
3,W442,Contemporary theatre,Related match,100698,theatre studies
1,W443,Technical arts & special effects for theatre,Close match,100702,technical theatre studies
1,W450,Stage management,Close match,100703,stage management
1,W451,Theatrical wardrobe design,Close match,100705,theatrical wardrobe design
1,W452,Theatrical make-up,Close match,100706,hair and make-up
1,W453,Technical stage management,Close match,100704,technical stage management
3,W460,Theatre design,Related match,100708,stage design
1,W461,Stage design,Close match,100708,stage design
1,W470,Performance & live arts,Close match,100071,performing arts
4,W471,European/world theatre arts,Related match,100071,performing arts
4,W471,European/world theatre arts,Related match,100698,theatre studies
1,W472,Circus arts,Close match,100707,circus arts
1,W473,Community theatre,Close match,100710,community theatre
3,W490,Drama not elsewhere classified,Related match,100069,drama
1,W500,Dance,Close match,100068,dance
1,W510,Choreography,Close match,100711,choreography
1,W520,Body awareness,Close match,101452,body awareness
4,W530,History of dance,Related match,100068,dance
4,W530,History of dance,Related match,100302,history
1,W531,Dance & culture,Close match,101453,dance and culture
1,W532,Community dance,Close match,101454,community dance
3,W540,Types of dance,Related match,100068,dance
1,W541,Ballet,Close match,100885,ballet
4,W542,Dance theatre,Related match,100068,dance
4,W542,Dance theatre,Related match,100698,theatre studies
1,W543,Contemporary dance,Close match,100886,contemporary dance
3,W544,Jazz dance,Related match,100068,dance
1,W550,Dance performance,Close match,100712,dance performance
3,W590,Dance not elsewhere classified,Related match,100068,dance
2,W600,Cinematics & photography,Close match,101214,cinematics
2,W600,Cinematics & photography,Related match,101233,cultural studies
1,W610,Moving image techniques,Close match,100887,moving image techniques
1,W611,Directing motion pictures,Close match,100888,film directing
3,W612,Producing motion pictures,Related match,100441,film production
1,W613,Film & sound recording,Close match,100890,film and sound recording
1,W614,Visual & audio effects,Close match,100717,visual and audio effects
1,W615,Animation techniques,Close match,100057,animation
1,W620,Cinematography,Close match,100716,cinematography
3,W630,History of cinematics & photography,Related match,100714,history of photography
3,W631,History of cinematics,Related match,100714,history of photography
1,W632,History of photography,Close match,100714,history of photography
1,W640,Photography,Close match,100063,photography
4,W690,Cinematics & photography not elsewhere classified,Related match,101214,cinematics
4,W690,Cinematics & photography not elsewhere classified,Related match,100063,photography
1,W700,Crafts,Close match,100895,crafts
3,W710,Fabric & leather crafts,Related match,100895,crafts
3,W711,Needlecraft,Related match,100055,fashion design
4,W712,Dressmaking,Related match,100109,clothing production
4,W712,Dressmaking,Related match,100055,fashion design
4,W713,Soft furnishing,Related match,100895,crafts
4,W713,Soft furnishing,Related match,100633,furniture design and making
3,W714,Weaving,Related match,100895,crafts
3,W715,Leatherwork,Related match,100895,crafts
1,W720,Metal crafts,Close match,100721,metal work
1,W721,Silversmithing/goldsmithing,Close match,100725,silversmithing and goldsmithing
3,W722,Blacksmithing,Related match,100721,metal work
1,W723,Clock/watchmaking,Close match,100726,clock and watchmaking
3,W730,Wood crafts,Related match,100895,crafts
1,W731,Carpentry/joinery,Close match,101505,carpentry and joinery
3,W732,Cabinet making,Related match,100633,furniture design and making
3,W733,Marquetry & inlaying,Related match,100633,furniture design and making
3,W734,Veneering,Related match,100633,furniture design and making
1,W740,Surface decoration,Close match,100728,surface decoration
3,W750,Clay & stone crafts,Related match,100003,ceramics
3,W751,Pottery,Related match,100003,ceramics
3,W752,Tile making,Related match,100003,ceramics
1,W753,Stone crafts,Close match,101455,stone crafts
3,W760,Reed crafts,Related match,100895,crafts
3,W761,Basketry,Related match,100895,crafts
3,W762,Thatching,Related match,100895,crafts
1,W770,Glass crafts,Close match,100724,glass crafts
3,W771,Glassblowing,Related match,100724,glass crafts
4,W780,Paper crafts,Related match,100895,crafts
4,W780,Paper crafts,Related match,101356,paper technology
4,W781,Bookbinding,Related match,100895,crafts
4,W781,Bookbinding,Related match,101356,paper technology
3,W782,Origami,Related match,100895,crafts
3,W790,Crafts not elsewhere classified,Related match,100895,crafts
1,W800,Imaginative writing,Close match,100046,creative writing
1,W810,Scriptwriting,Close match,100729,scriptwriting
1,W820,Poetry writing,Close match,100730,poetry writing
1,W830,Prose writing,Close match,100731,professional writing
3,W890,Imaginative writing not elsewhere classified,Related match,100046,creative writing
4,W900,Others in creative arts & design,Related match,101361,creative arts and design
4,W900,Others in creative arts & design,Related match,100060,graphic arts
3,W990,Creative arts & design not elsewhere classified,Related match,101361,creative arts and design
3,X000,Education,Related match,100459,education studies
4,X100,Training teachers,Related match,100510,early years teaching
4,X100,Training teachers,Related match,100509,higher education teaching
4,X100,Training teachers,Related match,100508,post compulsory education and training
4,X100,Training teachers,Related match,100511,primary teaching
4,X100,Training teachers,Related match,101246,professional practice in education
4,X100,Training teachers,Related match,100512,secondary teaching
1,X110,Training teachers - nursery,Close match,100510,early years teaching
1,X120,Training teachers - primary,Close match,100511,primary teaching
3,X121,Training teachers - infant (key stage 1),Related match,100510,early years teaching
3,X122,Training teachers - junior (key stage 2),Related match,100511,primary teaching
1,X130,Training teachers - secondary,Close match,100512,secondary teaching
3,X131,Training teachers - key stage 3,Related match,100512,secondary teaching
3,X132,Training teachers - key stage 4,Related match,100512,secondary teaching
3,X140,Training teachers - tertiary,Related match,100508,post compulsory education and training
1,X141,Training teachers - further education,Close match,100508,post compulsory education and training
1,X142,Training teachers - higher education,Close match,100509,higher education teaching
1,X150,Training teachers - adult education,Close match,100507,adult education teaching
3,X151,Training teachers - coaching,Related match,100095,sports coaching
1,X160,Training teachers - specialist,Close match,101085,specialist teaching
1,X161,Training teachers - special needs,Close match,101087,special needs teaching
1,X162,Teaching English as a Foreign Language (TEFL),Close match,100513,teaching English as a foreign language
4,X190,Training teachers not elsewhere classified,Related match,100510,early years teaching
4,X190,Training teachers not elsewhere classified,Related match,100509,higher education teaching
4,X190,Training teachers not elsewhere classified,Related match,100508,post compulsory education and training
4,X190,Training teachers not elsewhere classified,Related match,100511,primary teaching
4,X190,Training teachers not elsewhere classified,Related match,100512,secondary teaching
4,X190,Training teachers not elsewhere classified,Related match,101277,work-based learning
1,X200,Research & study skills in education,Close match,101088,research and study skills in education
1,X210,Research skills,Close match,100962,research skills
2,X220,Study skills,Related match,100462,learning support
2,X220,Study skills,Close match,101090,study skills
4,X290,Research & study skills in education not elsewhere classified,Related match,101278,employability skills (personal learning)
4,X290,Research & study skills in education not elsewhere classified,Related match,101088,research and study skills in education
2,X300,Academic studies in education,Related match,100455,childhood and youth studies
2,X300,Academic studies in education,Related match,100456,childhood studies
2,X300,Academic studies in education,Related match,100457,early childhood studies
2,X300,Academic studies in education,Close match,100459,education studies
2,X300,Academic studies in education,Related match,100462,learning support
2,X300,Academic studies in education,Related match,100065,liberal arts
2,X300,Academic studies in education,Related match,101322,mentorship
2,X300,Academic studies in education,Related match,101246,professional practice in education
2,X310,Academic studies in nursery education,Related match,100456,childhood studies
2,X310,Academic studies in nursery education,Related match,100457,early childhood studies
2,X310,Academic studies in nursery education,Close match,100463,early years education
2,X310,Academic studies in nursery education,Related match,100065,liberal arts
2,X320,Academic studies in primary education,Related match,100456,childhood studies
2,X320,Academic studies in primary education,Close match,100464,primary education
1,X330,Academic studies in secondary education,Close match,100465,secondary education
3,X340,Academic studies in tertiary education,Related match,100459,education studies
1,X341,Academic studies in further education,Close match,100460,further education
1,X342,Academic studies in higher education,Close match,100461,higher education
1,X350,Academic studies in adult education,Close match,100454,adult education
4,X360,Academic studies in specialist education,Related match,100459,education studies
4,X360,Academic studies in specialist education,Related match,100462,learning support
4,X370,Academic studies in education (across phases),Related match,100459,education studies
4,X370,Academic studies in education (across phases),Related match,100462,learning support
4,X390,Academic studies in education not elsewhere classified,Related match,100459,education studies
4,X390,Academic studies in education not elsewhere classified,Related match,100462,learning support
4,X900,Others in education,Related match,100459,education studies
4,X900,Others in education,Related match,101246,professional practice in education
4,X900,Others in education,Related match,101277,work-based learning
4,X990,Education not elsewhere classified,Related match,100459,education studies
4,X990,Education not elsewhere classified,Related match,101277,work-based learning
4,Y000,Combined/general subject unspecified,Related match,100392,applied science
4,Y000,Combined/general subject unspecified,Related match,101273,combined studies
4,Y000,Combined/general subject unspecified,Related match,101274,general studies
4,Y000,Combined/general subject unspecified,Related match,100314,humanities
4,Y000,Combined/general subject unspecified,Related match,101288,international studies
4,Y000,Combined/general subject unspecified,Related match,100391,natural sciences
4,Y000,Combined/general subject unspecified,Related match,101275,negotiated studies
4,Y000,Combined/general subject unspecified,Related match,101276,work placement experience (personal learning)
